Time (s)	Counter ()	?? 2 (mm)
8.641	14.997478	23.084604
8.6412	14.99684	23.245216
8.6414	14.995565	23.563383
8.6416	14.996202	24.05287
8.6418	14.996202	25.105265
8.642	14.992377	25.097616
8.6422	14.994927	26.365692
8.6424	14.993015	27.655184
8.6426	14.997478	29.114464
8.6428	14.996202	30.061314
8.643	14.99684	30.067432
8.6432	14.996202	30.070492
8.6434	14.997478	30.067432
8.6436	14.995565	30.064373
8.6438	14.995565	30.065903
8.644	14.994927	30.067432
8.6442	14.99684	30.064373
8.6444	14.993015	30.067432
8.6446	14.995565	30.064373
8.6448	14.994927	30.072021
8.645	14.99684	30.067432
8.6452	14.994927	30.068962
8.6454	14.995565	30.065903
8.6456	14.993015	30.068962
8.6458	14.996202	30.067432
8.646	14.997478	30.067432
8.6462	14.991102	30.065903
8.6464	14.998116	30.068962
8.6466	14.99429	30.068962
8.6468	14.99429	30.059784
8.647	14.993015	30.070492
8.6472	14.99174	30.072021
8.6474	14.99429	30.073551
8.6476	14.996202	30.065903
8.6478	14.991102	29.69879
8.648	14.995565	29.444868
8.6482	14.993015	28.505665
8.6484	14.994927	27.080036
8.6486	14.993652	25.6024
8.6488	14.993652	24.43375
8.649	14.994927	24.43222
8.6492	14.995565	23.82954
8.6494	14.992377	23.379826
8.6496	14.997478	23.153439
8.6498	14.99684	22.933168
8.65	14.995565	22.92705
8.6502	14.993015	22.800091
8.6504	14.998116	22.663952
8.6506	14.992377	22.829153
8.6508	14.99684	23.026478
8.651	14.993015	23.026478
8.6512	14.995565	23.281929
8.6514	14.994927	23.667398
8.6516	14.998116	24.115585
8.6518	14.992377	25.25823
8.652	14.996202	25.296471
8.6522	14.993015	26.50948
8.6524	14.99429	27.866274
8.6526	14.994927	29.276608
8.6528	14.995565	30.068962
8.653	14.993652	30.070492
8.6532	14.999391	30.072021
8.6534	14.993015	30.075081
8.6536	14.996202	30.062843
8.6538	14.99684	30.064373
8.654	14.994927	30.068962
8.6542	14.995565	30.065903
8.6544	14.99174	30.061314
8.6546	14.99429	30.065903
8.6548	14.994927	30.059784
8.655	14.992377	30.07814
8.6552	14.996202	30.067432
8.6554	14.995565	30.068962
8.6556	14.997478	30.064373
8.6558	14.997478	30.075081
8.656	14.99684	30.075081
8.6562	14.99684	30.067432
8.6564	14.994927	30.065903
8.6566	14.997478	30.068962
8.6568	14.993015	30.064373
8.657	14.99174	30.062843
8.6572	14.998116	30.064373
8.6574	14.99684	30.056726
8.6576	14.99429	30.068962
8.6578	14.995565	29.863991
8.658	14.993652	29.851753
8.6582	14.997478	28.87431
8.6584	14.994927	27.297247
8.6586	14.994927	26.195902
8.6588	14.99429	24.761095
8.659	14.995565	24.771803
8.6592	14.993652	23.953442
8.6594	14.995565	23.574091
8.6596	14.99429	23.288046
8.6598	14.996202	23.150379
8.66	14.992377	23.151909
8.6602	14.998116	22.989765
8.6604	14.993652	22.92705
8.6606	14.99684	23.050951
8.6608	14.993652	23.251335
8.661	14.995565	23.254395
8.6612	14.993015	23.434893
8.6614	14.998116	23.82954
8.6616	14.993015	24.423044
8.6618	14.99684	25.769131
8.662	14.995565	25.77219
8.6622	14.993015	26.948486
8.6624	14.994927	28.302223
8.6626	14.996202	29.597832
8.6628	14.99684	30.061314
8.663	14.997478	30.072021
8.6632	14.994927	30.064373
8.6634	14.997478	30.064373
8.6636	14.991102	30.070492
8.6638	14.99174	30.070492
8.664	14.993015	30.073551
8.6642	14.99429	30.065903
8.6644	14.993652	30.072021
8.6646	14.99429	30.072021
8.6648	14.99429	30.073551
8.665	14.998116	30.072021
8.6652	14.993015	30.062843
8.6654	14.998116	30.068962
8.6656	14.996202	30.061314
8.6658	14.993015	30.072021
8.666	14.996202	30.064373
8.6662	14.994927	30.061314
8.6664	14.997478	30.073551
8.6666	14.998116	30.062843
8.6668	14.995565	30.065903
8.667	14.994927	30.068962
8.6672	14.99684	30.073551
8.6674	14.992377	30.073551
8.6676	14.998753	30.072021
8.6678	14.994927	30.016954
8.668	14.994927	29.753857
8.6682	14.995565	29.063986
8.6684	14.993652	27.447151
8.6686	14.993015	26.276974
8.6688	14.990465	24.926296
8.669	14.994927	24.930885
8.6692	14.99429	24.086521
8.6694	14.993652	23.633747
8.6696	14.998116	23.343115
8.6698	14.995565	23.182501
8.67	14.997478	23.180971
8.6702	14.994927	23.002003
8.6704	14.995565	22.928579
8.6706	14.993015	23.115196
8.6708	14.99429	23.248276
8.671	14.995565	23.246746
8.6712	14.998116	23.482311
8.6714	14.993652	23.835659
8.6716	14.99429	24.419985
8.6718	14.995565	25.597811
8.672	14.993652	25.60393
8.6722	14.99684	26.875065
8.6724	14.996202	28.303753
8.6726	14.993652	29.484638
8.6728	14.998116	30.075081
8.673	14.99684	30.068962
8.6732	14.998116	30.067432
8.6734	14.993652	30.064373
8.6736	14.993015	30.065903
8.6738	14.994927	30.070492
8.674	14.99429	30.064373
8.6742	14.992377	30.067432
8.6744	14.993652	30.070492
8.6746	14.99684	30.064373
8.6748	14.993652	30.068962
8.675	14.99429	30.070492
8.6752	14.994927	30.067432
8.6754	14.99429	30.068962
8.6756	14.993652	30.076611
8.6758	14.996202	30.072021
8.676	14.993015	30.065903
8.6762	14.998116	30.064373
8.6764	14.993652	30.067432
8.6766	14.994927	30.067432
8.6768	14.996202	30.072021
8.677	14.99684	30.067432
8.6772	14.993652	30.064373
8.6774	14.996202	30.068962
8.6776	14.99684	30.065903
8.6778	14.993652	29.859402
8.678	14.997478	29.851753
8.6782	14.99429	28.722876
8.6784	14.99429	27.372198
8.6786	14.996202	26.195902
8.6788	14.993652	24.930885
8.679	14.99684	24.926296
8.6792	14.993652	24.126291
8.6794	14.995565	23.665869
8.6796	14.996202	23.477722
8.6798	14.993652	23.249805
8.68	14.993652	23.242157
8.6802	14.998116	23.119785
8.6804	14.994927	23.110607
8.6806	14.99684	23.281929
8.6808	14.992377	23.471603
8.681	14.997478	23.473133
8.6812	14.993015	23.701052
8.6814	14.993015	24.118645
8.6816	14.99174	25.013487
8.6818	14.999391	26.267796
8.682	14.996202	26.276974
8.6822	14.99684	27.58176
8.6824	14.995565	28.796299
8.6826	14.994927	29.961887
8.6828	14.99684	30.062843
8.683	14.993652	30.068962
8.6832	14.994927	30.067432
8.6834	14.99429	30.064373
8.6836	15.000028	30.064373
8.6838	14.996202	30.065903
8.684	14.998116	30.065903
8.6842	14.99429	30.065903
8.6844	14.993015	30.072021
8.6846	14.995565	30.065903
8.6848	14.996202	30.064373
8.685	14.994927	30.073551
8.6852	14.996202	30.059784
8.6854	14.99429	30.075081
8.6856	14.998116	30.064373
8.6858	14.994927	30.068962
8.686	14.994927	30.068962
8.6862	14.993652	30.070492
8.6864	14.99684	30.075081
8.6866	14.995565	30.065903
8.6868	14.997478	30.065903
8.687	14.99174	30.072021
8.6872	14.996202	30.068962
8.6874	14.99429	30.072021
8.6876	14.997478	30.068962
8.6878	14.993652	30.062843
8.688	14.998753	30.062843
8.6882	14.993652	29.011978
8.6884	14.99429	27.791321
8.6886	14.99429	26.579844
8.6888	14.998116	25.437199
8.689	14.994927	25.434139
8.6892	14.99429	24.245604
8.6894	14.993652	23.78824
8.6896	14.99429	23.57715
8.6898	14.994927	23.385944
8.69	14.993015	23.379826
8.6902	14.994927	23.245216
8.6904	14.996202	23.18862
8.6906	14.998753	23.346172
8.6908	14.99429	23.535849
8.691	14.991102	23.545027
8.6912	14.994927	23.763767
8.6914	14.992377	24.112526
8.6916	14.99429	25.097616
8.6918	14.996202	26.188253
8.692	14.993652	26.197432
8.6922	14.996202	27.439503
8.6924	14.99684	28.736643
8.6926	14.994927	29.856342
8.6928	14.995565	30.072021
8.693	14.99684	30.073551
8.6932	14.993652	30.067432
8.6934	14.995565	30.070492
8.6936	14.99174	30.064373
8.6938	14.99684	30.073551
8.694	14.994927	30.067432
8.6942	14.99429	30.064373
8.6944	14.993015	30.062843
8.6946	15.000666	30.067432
8.6948	14.993652	30.067432
8.695	14.996202	30.068962
8.6952	14.99684	30.068962
8.6954	14.995565	30.068962
8.6956	14.994927	30.072021
8.6958	14.993652	30.068962
8.696	14.99429	30.073551
8.6962	14.995565	30.061314
8.6964	14.992377	30.068962
8.6966	15.000666	30.070492
8.6968	14.99429	30.065903
8.697	14.997478	30.067432
8.6972	14.993015	30.068962
8.6974	14.99684	30.062843
8.6976	14.993652	30.070492
8.6978	14.993652	30.065903
8.698	14.997478	30.062843
8.6982	14.998116	29.117523
8.6984	14.989827	27.861685
8.6986	14.995565	26.581373
8.6988	14.994927	25.447905
8.699	14.998116	25.435669
8.6992	14.99429	24.277727
8.6994	14.993652	23.895315
8.6996	14.99174	23.694933
8.6998	14.993652	23.506786
8.7	14.99429	23.509846
8.7002	14.995565	23.341585
8.7004	14.994927	23.375237
8.7006	14.997478	23.482311
8.7008	14.994927	23.691874
8.701	14.996202	23.701052
8.7012	14.994927	23.893785
8.7014	14.998753	24.338913
8.7016	14.996202	25.606989
8.7018	14.994927	26.576784
8.702	14.995565	26.579844
8.7022	14.99429	27.939697
8.7024	14.99684	29.117523
8.7026	14.994927	30.068962
8.7028	15.000028	30.064373
8.703	14.995565	30.058256
8.7032	14.996202	30.068962
8.7034	14.995565	30.068962
8.7036	14.993652	30.065903
8.7038	14.995565	30.073551
8.704	14.99684	30.059784
8.7042	14.99684	30.062843
8.7044	14.996202	30.072021
8.7046	14.997478	30.068962
8.7048	14.99684	30.064373
8.705	14.993652	30.067432
8.7052	14.994927	30.065903
8.7054	14.992377	30.061314
8.7056	14.993652	30.062843
8.7058	14.996202	30.061314
8.706	14.995565	30.062843
8.7062	14.992377	30.067432
8.7064	14.99684	30.068962
8.7066	14.99174	30.072021
8.7068	14.995565	30.072021
8.707	14.993652	30.067432
8.7072	14.99684	30.067432
8.7074	14.993652	30.061314
8.7076	14.995565	30.070492
8.7078	14.993652	30.072021
8.708	14.996202	30.065903
8.7082	14.994927	29.319437
8.7084	14.996202	28.080425
8.7086	14.993652	27.011202
8.7088	14.99684	25.781368
8.709	14.993652	25.769131
8.7092	14.993652	24.675434
8.7094	14.994927	24.05287
8.7096	14.99684	23.83107
8.7098	14.993652	23.638336
8.71	14.995565	23.647512
8.7102	14.997478	23.480782
8.7104	14.996202	23.474663
8.7106	14.994927	23.593975
8.7108	14.995565	23.826481
8.711	14.993015	23.83107
8.7112	14.994927	24.023806
8.7114	14.994927	24.508703
8.7116	14.995565	25.77066
8.7118	14.994927	26.870476
8.712	15.000028	26.875065
8.7122	14.997478	28.153847
8.7124	14.99429	29.268959
8.7126	14.995565	30.064373
8.7128	14.992377	30.064373
8.713	14.99429	30.075081
8.7132	14.998116	30.067432
8.7134	14.995565	30.059784
8.7136	14.991102	30.065903
8.7138	14.998753	30.072021
8.714	14.996202	30.070492
8.7142	14.99684	30.064373
8.7144	14.992377	30.062843
8.7146	14.994927	30.070492
8.7148	14.995565	30.072021
8.715	14.995565	30.073551
8.7152	14.994927	30.072021
8.7154	14.99684	30.073551
8.7156	14.994927	30.070492
8.7158	14.994927	30.065903
8.716	14.995565	30.070492
8.7162	14.992377	30.065903
8.7164	14.99429	30.067432
8.7166	14.998116	30.067432
8.7168	14.99174	30.068962
8.717	14.995565	30.068962
8.7172	14.992377	30.064373
8.7174	14.998116	30.072021
8.7176	14.996202	30.075081
8.7178	14.99429	30.068962
8.718	14.99174	30.076611
8.7182	14.994927	29.273548
8.7184	14.99429	28.161495
8.7186	14.994927	26.94084
8.7188	14.99429	25.954218
8.719	14.995565	25.952688
8.7192	14.996202	24.849813
8.7194	14.996202	24.109467
8.7196	14.995565	23.956501
8.7198	14.995565	23.795889
8.72	14.99429	23.7913
8.7202	14.99174	23.636806
8.7204	14.996202	23.702581
8.7206	14.996202	23.797419
8.7208	14.993015	23.982506
8.721	14.99429	23.982506
8.7212	14.998753	24.248663
8.7214	14.992377	25.190926
8.7216	14.993015	26.367222
8.7218	14.993652	27.437973
8.722	14.993015	27.447151
8.7222	14.994927	28.579088
8.7224	14.997478	29.642191
8.7226	14.996202	30.067432
8.7228	14.997478	30.061314
8.723	14.997478	30.072021
8.7232	14.993015	30.067432
8.7234	14.995565	30.064373
8.7236	14.99684	30.062843
8.7238	14.99429	30.072021
8.724	14.997478	30.072021
8.7242	14.99684	30.070492
8.7244	14.995565	30.075081
8.7246	14.993015	30.073551
8.7248	14.996202	30.065903
8.725	14.992377	30.065903
8.7252	14.995565	30.076611
8.7254	14.993015	30.061314
8.7256	14.994927	30.068962
8.7258	14.992377	30.076611
8.726	14.995565	30.068962
8.7262	14.992377	30.072021
8.7264	14.997478	30.065903
8.7266	14.993652	30.073551
8.7268	14.997478	30.076611
8.727	14.993652	30.065903
8.7272	14.996202	30.072021
8.7274	14.994927	30.070492
8.7276	14.998116	30.061314
8.7278	14.99429	30.067432
8.728	14.997478	30.065903
8.7282	14.995565	29.480049
8.7284	14.994927	28.436832
8.7286	14.996202	27.297247
8.7288	14.997478	26.124008
8.729	14.995565	26.11483
8.7292	14.992377	25.097616
8.7294	14.997478	24.208893
8.7296	14.996202	23.95956
8.7298	14.995565	23.824951
8.73	14.996202	23.83107
8.7302	14.99429	23.598564
8.7304	14.993015	23.699522
8.7306	14.99429	23.766825
8.7308	14.993015	23.979446
8.731	14.99684	23.987095
8.7312	14.994927	24.208893
8.7314	14.994927	24.920177
8.7316	14.995565	26.280033
8.7318	14.993652	27.298777
8.732	14.992377	27.300306
8.7322	14.99684	28.299164
8.7324	14.99429	29.495346
8.7326	14.997478	30.065903
8.7328	14.99174	30.070492
8.733	14.99684	30.065903
8.7332	14.99429	30.068962
8.7334	14.994927	30.065903
8.7336	14.996202	30.067432
8.7338	14.99684	30.058256
8.734	14.991102	30.067432
8.7342	14.993015	30.062843
8.7344	14.994927	30.068962
8.7346	14.995565	30.070492
8.7348	14.993652	30.065903
8.735	14.995565	30.065903
8.7352	14.993015	30.067432
8.7354	14.991102	30.064373
8.7356	14.99429	30.064373
8.7358	14.999391	30.065903
8.736	14.994927	30.067432
8.7362	14.99429	30.064373
8.7364	14.994927	30.068962
8.7366	14.998116	30.067432
8.7368	14.997478	30.064373
8.737	14.998116	30.058256
8.7372	14.992377	30.068962
8.7374	14.998753	30.073551
8.7376	14.993652	30.070492
8.7378	14.994927	30.065903
8.738	14.993652	30.073551
8.7382	14.993652	29.428041
8.7384	14.994927	28.153847
8.7386	15.000028	27.229942
8.7388	14.99429	25.955748
8.739	14.993652	25.94198
8.7392	14.99429	24.767214
8.7394	14.998116	24.147707
8.7396	14.998753	23.866253
8.7398	14.994927	23.728584
8.74	14.995565	23.728584
8.7402	14.996202	23.571032
8.7404	14.994927	23.545027
8.7406	14.99174	23.696463
8.7408	14.993652	23.826481
8.741	14.994927	23.837189
8.7412	14.998116	24.084991
8.7414	14.993015	24.767214
8.7416	14.99429	25.951159
8.7418	14.994927	27.081566
8.742	14.99684	27.078506
8.7422	14.998116	28.150787
8.7424	14.99429	29.380623
8.7426	14.990465	30.065903
8.7428	14.99684	30.067432
8.743	14.997478	30.067432
8.7432	14.993652	30.065903
8.7434	14.995565	30.061314
8.7436	14.994927	30.068962
8.7438	14.99429	30.065903
8.744	14.997478	30.070492
8.7442	14.99429	30.068962
8.7444	15.000028	30.065903
8.7446	14.996202	30.061314
8.7448	14.995565	30.067432
8.745	14.996202	30.059784
8.7452	14.999391	30.067432
8.7454	14.992377	30.062843
8.7456	14.99684	30.067432
8.7458	14.995565	30.072021
8.746	14.99429	30.072021
8.7462	14.99684	30.067432
8.7464	14.99684	30.068962
8.7466	14.993652	30.068962
8.7468	14.998753	30.070492
8.747	14.993015	30.070492
8.7472	14.997478	30.064373
8.7474	14.992377	30.064373
8.7476	14.994927	30.072021
8.7478	14.997478	30.015425
8.748	14.995565	30.012365
8.7482	14.996202	29.019627
8.7484	14.994927	27.649065
8.7486	14.994927	26.584431
8.7488	14.998753	25.530506
8.749	14.99429	25.528976
8.7492	14.994927	24.254782
8.7494	14.99684	23.893785
8.7496	14.99429	23.636806
8.7498	14.997478	23.483841
8.75	14.995565	23.479252
8.7502	14.996202	23.346172
8.7504	14.992377	23.352291
8.7506	14.99684	23.563383
8.7508	14.994927	23.693403
8.751	14.99684	23.693403
8.7512	14.99684	23.954971
8.7514	14.996202	24.423044
8.7516	14.995565	25.608519
8.7518	14.993652	26.867416
8.752	14.993652	26.873535
8.7522	14.993652	27.942757
8.7524	14.995565	29.168001
8.7526	14.99684	30.075081
8.7528	14.994927	30.070492
8.753	14.995565	30.062843
8.7532	14.99429	30.070492
8.7534	14.994927	30.068962
8.7536	14.995565	30.061314
8.7538	14.99174	30.073551
8.754	14.997478	30.062843
8.7542	14.992377	30.065903
8.7544	14.995565	30.064373
8.7546	14.992377	30.065903
8.7548	14.99174	30.073551
8.755	14.997478	30.068962
8.7552	14.993015	30.064373
8.7554	14.995565	30.072021
8.7556	14.99429	30.072021
8.7558	14.996202	30.058256
8.756	14.998116	30.068962
8.7562	14.994927	30.072021
8.7564	14.99429	30.064373
8.7566	14.995565	30.067432
8.7568	14.994927	30.061314
8.757	14.99429	30.068962
8.7572	14.996202	30.058256
8.7574	14.998116	30.067432
8.7576	14.992377	30.068962
8.7578	14.992377	29.966476
8.758	14.99429	29.964947
8.7582	14.99684	28.935495
8.7584	14.993652	27.593998
8.7586	14.999391	26.273914
8.7588	14.993015	25.193985
8.759	14.995565	25.181747
8.7592	14.994927	24.146177
8.7594	14.998753	23.762238
8.7596	14.993652	23.503727
8.7598	14.993652	23.375237
8.76	14.99684	23.372177
8.7602	14.99684	23.179441
8.7604	14.995565	23.18709
8.7606	14.993015	23.346172
8.7608	14.99174	23.538908
8.761	14.996202	23.545027
8.7612	14.992377	23.769884
8.7614	14.993015	24.143118
8.7616	14.994927	25.106794
8.7618	14.99684	26.432997
8.762	14.993652	26.442175
8.7622	14.998753	27.503748
8.7624	14.99174	28.943144
8.7626	14.994927	29.90682
8.7628	14.99684	30.065903
8.763	14.996202	30.068962
8.7632	14.992377	30.075081
8.7634	14.994927	30.072021
8.7636	14.998116	30.07814
8.7638	14.997478	30.076611
8.764	14.99684	30.070492
8.7642	14.995565	30.067432
8.7644	14.997478	30.064373
8.7646	14.998753	30.068962
8.7648	14.99429	30.062843
8.765	14.993015	30.070492
8.7652	14.995565	30.072021
8.7654	14.995565	30.064373
8.7656	14.99684	30.062843
8.7658	14.993652	30.067432
8.766	14.99429	30.068962
8.7662	14.994927	30.067432
8.7664	14.996202	30.073551
8.7666	14.995565	30.065903
8.7668	14.998116	30.070492
8.767	14.99429	30.065903
8.7672	14.994927	30.068962
8.7674	14.99174	30.070492
8.7676	14.993015	30.065903
8.7678	14.997478	29.755386
8.768	14.995565	29.747738
8.7682	14.996202	28.499548
8.7684	14.998753	27.083096
8.7686	14.996202	26.110241
8.7688	14.998753	24.780981
8.769	14.995565	24.759565
8.7692	15.000028	23.987095
8.7694	14.996202	23.642925
8.7696	14.995565	23.442541
8.7698	14.99684	23.248276
8.77	14.993015	23.245216
8.7702	14.994927	23.086134
8.7704	14.998753	23.159557
8.7706	14.993652	23.281929
8.7708	14.995565	23.503727
8.771	14.993652	23.502197
8.7712	14.994927	23.79283
8.7714	14.993015	24.136999
8.7716	14.994927	25.359186
8.7718	14.994927	26.575254
8.772	14.993652	26.581373
8.7722	14.990465	27.728605
8.7724	14.994927	29.168001
8.7726	14.995565	30.067432
8.7728	14.997478	30.064373
8.773	14.996202	30.068962
8.7732	14.994927	30.064373
8.7734	14.993015	30.064373
8.7736	14.99684	30.068962
8.7738	14.994927	30.065903
8.774	14.992377	30.068962
8.7742	14.998116	30.065903
8.7744	14.995565	30.070492
8.7746	14.996202	30.064373
8.7748	14.993015	30.068962
8.775	14.994927	30.068962
8.7752	14.995565	30.061314
8.7754	14.995565	30.072021
8.7756	14.993015	30.070492
8.7758	14.996202	30.068962
8.776	14.993015	30.067432
8.7762	14.996202	30.064373
8.7764	14.99429	30.062843
8.7766	14.995565	30.068962
8.7768	14.993015	30.067432
8.777	14.995565	30.064373
8.7772	14.995565	30.075081
8.7774	14.991102	30.065903
8.7776	14.994927	30.068962
8.7778	14.995565	29.860931
8.778	14.993652	29.856342
8.7782	14.996202	28.725935
8.7784	14.995565	27.226883
8.7786	14.995565	26.029171
8.7788	14.994927	24.779451
8.779	14.995565	24.759565
8.7792	14.99429	23.977917
8.7794	14.994927	23.569502
8.7796	14.993015	23.314051
8.7798	14.994927	23.153439
8.78	14.994927	23.148849
8.7802	14.99684	22.934698
8.7804	14.995565	22.933168
8.7806	14.993652	23.093782
8.7808	14.998116	23.222273
8.781	14.993652	23.222273
8.7812	14.993652	23.44866
8.7814	14.995565	23.821894
8.7816	15.000028	24.516352
8.7818	14.992377	25.759953
8.782	14.998753	25.769131
8.7822	14.991102	27.014261
8.7824	14.997478	28.436832
8.7826	14.990465	29.639133
8.7828	14.994927	30.064373
8.783	14.996202	30.058256
8.7832	14.997478	30.073551
8.7834	14.993652	30.065903
8.7836	14.99174	30.068962
8.7838	14.993652	30.072021
8.784	14.995565	30.072021
8.7842	14.99684	30.067432
8.7844	14.996202	30.068962
8.7846	14.996202	30.059784
8.7848	14.996202	30.067432
8.785	14.996202	30.062843
8.7852	15.000028	30.067432
8.7854	14.993015	30.073551
8.7856	15.000028	30.070492
8.7858	14.992377	30.073551
8.786	14.996202	30.068962
8.7862	14.99684	30.070492
8.7864	14.997478	30.073551
8.7866	14.99429	30.067432
8.7868	14.998116	30.070492
8.787	14.995565	30.067432
8.7872	14.994927	30.072021
8.7874	14.996202	30.073551
8.7876	14.996202	30.068962
8.7878	14.994927	29.180239
8.788	14.996202	29.169531
8.7882	14.99429	27.653654
8.7884	14.99684	26.281563
8.7886	14.995565	25.018076
8.7888	14.995565	24.065105
8.789	14.99684	24.04981
8.7892	14.99684	23.635277
8.7894	14.994927	23.18862
8.7896	14.996202	22.995884
8.7898	14.99684	22.832212
8.79	14.99429	22.833742
8.7902	14.996202	22.67313
8.7904	14.992377	22.760319
8.7906	14.996202	22.92705
8.7908	14.993652	23.14426
8.791	14.996202	23.151909
8.7912	14.993652	23.445601
8.7914	14.996202	23.854015
8.7916	14.995565	24.341972
8.7918	14.994927	25.763012
8.792	14.996202	25.778309
8.7922	14.993015	27.083096
8.7924	14.993015	28.591326
8.7926	14.998116	29.701847
8.7928	14.994927	30.068962
8.793	14.996202	30.065903
8.7932	14.993015	30.061314
8.7934	14.997478	30.070492
8.7936	14.995565	30.064373
8.7938	14.996202	30.065903
8.794	14.993652	30.065903
8.7942	14.996202	30.073551
8.7944	14.997478	30.072021
8.7946	14.99429	30.070492
8.7948	14.998116	30.072021
8.795	14.995565	30.068962
8.7952	14.99429	30.067432
8.7954	15.000028	30.062843
8.7956	14.995565	30.065903
8.7958	14.998116	30.070492
8.796	14.994927	30.068962
8.7962	14.995565	30.064373
8.7964	14.993652	30.070492
8.7966	14.993015	30.061314
8.7968	14.999391	30.068962
8.797	14.99684	30.068962
8.7972	14.995565	30.065903
8.7974	14.993652	30.059784
8.7976	14.995565	30.067432
8.7978	14.99174	29.330145
8.798	14.99429	29.324026
8.7982	14.993652	27.791321
8.7984	14.995565	26.514069
8.7986	14.99429	25.105265
8.7988	14.99684	24.066635
8.799	14.991102	24.054399
8.7992	14.99174	23.567972
8.7994	14.993652	23.148849
8.7996	14.99684	23.024948
8.7998	14.993015	22.738905
8.8	14.993015	22.729727
8.8002	14.996202	22.605825
8.8004	14.996202	22.67313
8.8006	14.992377	22.798561
8.8008	14.998753	22.994354
8.801	14.99429	22.994354
8.8012	14.997478	23.220743
8.8014	14.995565	23.592445
8.8016	14.993015	24.143118
8.8018	14.993015	25.164921
8.802	14.998116	25.190926
8.8022	14.999391	26.653265
8.8024	14.99174	28.081953
8.8026	14.99429	29.432631
8.8028	14.994927	30.07814
8.803	14.996202	30.062843
8.8032	14.995565	30.073551
8.8034	14.99684	30.07814
8.8036	14.99174	30.070492
8.8038	14.998116	30.073551
8.804	14.993015	30.073551
8.8042	14.996202	30.058256
8.8044	14.99429	30.073551
8.8046	14.998116	30.067432
8.8048	14.994927	30.065903
8.805	14.996202	30.062843
8.8052	14.993652	30.072021
8.8054	14.997478	30.070492
8.8056	14.995565	30.068962
8.8058	14.996202	30.065903
8.806	14.99174	30.070492
8.8062	14.997478	30.072021
8.8064	14.998753	30.073551
8.8066	14.993015	30.061314
8.8068	14.999391	30.070492
8.807	14.991102	30.072021
8.8072	14.994927	30.073551
8.8074	14.992377	30.062843
8.8076	14.994927	29.966476
8.8078	14.992377	28.810064
8.808	14.995565	28.799358
8.8082	14.995565	27.286539
8.8084	14.998116	25.854792
8.8086	14.997478	24.423044
8.8088	14.995565	23.901434
8.809	14.99684	23.892256
8.8092	14.99684	23.352291
8.8094	14.99429	22.998943
8.8096	14.998753	22.861277
8.8098	14.996202	22.611944
8.81	14.998116	22.607355
8.8102	14.993015	22.521694
8.8104	14.997478	22.572172
8.8106	14.993015	22.758789
8.8108	14.996202	22.986706
8.811	14.994927	22.994354
8.8112	14.997478	23.245216
8.8114	14.993015	23.766825
8.8116	14.99684	24.244074
8.8118	14.995565	25.502972
8.812	14.994927	25.519798
8.8122	14.99429	26.865887
8.8124	14.99684	28.436832
8.8126	14.994927	29.700317
8.8128	14.998753	30.072021
8.813	14.993015	30.061314
8.8132	14.997478	30.073551
8.8134	14.99429	30.061314
8.8136	14.994927	30.062843
8.8138	14.99429	30.070492
8.814	14.99429	30.072021
8.8142	14.994927	30.073551
8.8144	14.997478	30.064373
8.8146	14.996202	30.064373
8.8148	14.994927	30.067432
8.815	14.996202	30.065903
8.8152	14.99429	30.068962
8.8154	14.997478	30.065903
8.8156	14.99429	30.058256
8.8158	14.998116	30.067432
8.816	14.994927	30.068962
8.8162	14.996202	30.068962
8.8164	14.996202	30.068962
8.8166	14.994927	30.064373
8.8168	14.99429	30.068962
8.817	14.998116	30.076611
8.8172	14.995565	30.073551
8.8174	14.996202	30.061314
8.8176	14.99429	29.862461
8.8178	14.99684	28.732054
8.818	14.992377	28.725935
8.8182	14.995565	27.303364
8.8184	14.993652	25.775249
8.8186	14.99429	24.419985
8.8188	14.99174	23.870842
8.819	14.997478	23.854015
8.8192	14.99684	23.344643
8.8194	14.995565	23.047892
8.8196	14.993015	22.789383
8.8198	14.992377	22.676189
8.82	14.992377	22.670071
8.8202	14.998116	22.396263
8.8204	14.994927	22.576761
8.8206	14.995565	22.80468
8.8208	14.995565	22.991295
8.821	14.999391	22.998943
8.8212	14.994927	23.344643
8.8214	14.99684	23.731644
8.8216	14.993652	24.280787
8.8218	14.994927	25.579454
8.822	14.995565	25.594751
8.8222	14.994927	26.94084
8.8224	14.995565	28.582148
8.8226	14.993015	29.64831
8.8228	14.995565	30.070492
8.823	14.997478	30.073551
8.8232	14.993015	30.073551
8.8234	14.98919	30.067432
8.8236	14.995565	30.061314
8.8238	14.995565	30.068962
8.824	14.996202	30.065903
8.8242	14.99174	30.064373
8.8244	14.996202	30.067432
8.8246	14.992377	30.067432
8.8248	14.998116	30.072021
8.825	14.993652	30.064373
8.8252	14.995565	30.068962
8.8254	14.993015	30.062843
8.8256	14.998116	30.064373
8.8258	14.995565	30.068962
8.826	14.994927	30.067432
8.8262	14.992377	30.065903
8.8264	15.001941	30.068962
8.8266	14.99174	30.062843
8.8268	14.99684	30.065903
8.827	14.996202	30.064373
8.8272	14.99429	30.067432
8.8274	14.99429	30.061314
8.8276	14.99684	29.911409
8.8278	14.993652	28.810064
8.828	15.000028	28.802416
8.8282	14.996202	27.304893
8.8284	14.996202	25.77372
8.8286	14.99429	24.595894
8.8288	14.99684	23.912142
8.829	14.99429	23.889196
8.8292	14.995565	23.442541
8.8294	14.993015	23.093782
8.8296	14.99429	22.865864
