Time (s),Counter (),coil1 (V),coil2 (V)
0.030200,0.063439,0.110718,0.068668
0.030300,0.060248,0.111330,0.088541
0.030400,0.060248,0.111201,0.095032
0.030500,0.050677,0.109848,0.090624
0.030600,0.057058,0.103906,0.095753
0.030700,0.057058,0.100105,0.093189
0.030800,0.060248,0.098495,0.091586
0.030900,0.057058,0.100524,0.096154
0.031000,0.057058,0.101233,0.090384
0.031100,0.060248,0.100685,0.093028
0.031200,0.050677,0.100170,0.092788
0.031300,0.063439,0.094421,0.092387
0.031400,0.066630,0.091779,0.092387
0.031500,0.057058,0.089911,0.091346
0.031600,0.063439,0.091908,0.097516
0.031700,0.066630,0.094936,0.085015
0.031800,0.057058,0.093293,0.090865
0.031900,0.057058,0.090346,0.089022
0.032000,0.060248,0.086900,0.090063
0.032100,0.063439,0.083019,0.094952
0.032200,0.053867,0.081360,0.096875
0.032300,0.050677,0.083969,0.095432
0.032400,0.057058,0.084049,0.090384
0.032500,0.060248,0.083953,0.090224
0.032600,0.047486,0.080490,0.088781
0.032700,0.057058,0.077318,0.093189
0.032800,0.057058,0.074065,0.097115
0.032900,0.063439,0.073050,0.100000
0.033000,0.060248,0.071166,0.097115
0.033100,0.057058,0.071633,0.086778
0.033200,0.063439,0.070699,0.083172
0.033300,0.063439,0.066593,0.085576
0.033400,0.057058,0.062985,0.085175
0.033500,0.053867,0.058669,0.087740
0.033600,0.063439,0.057461,0.083573
0.033700,0.063439,0.054015,0.081810
0.033800,0.057058,0.053919,0.074918
0.033900,0.060248,0.053629,0.072514
0.034000,0.060248,0.051889,0.072114
0.034100,0.063439,0.049039,0.076120
0.034200,0.063439,0.050086,0.076842
0.034300,0.060248,0.047026,0.077883
0.034400,0.069820,0.046430,0.073716
0.034500,0.060248,0.043564,0.062498
0.034600,0.060248,0.039972,0.064741
0.034700,0.063439,0.037814,0.065943
0.034800,0.057058,0.037025,0.064020
0.034900,0.060248,0.032323,0.076521
0.035000,0.057058,0.028844,0.073716
0.035100,0.057058,0.021614,0.069950
0.035200,0.060248,0.013690,0.063219
0.035300,0.057058,0.007587,0.064020
0.035400,0.053867,-0.000256,0.061857
0.035500,0.060248,-0.003879,0.057690
0.035600,0.066630,-0.007728,0.063620
0.035700,0.057058,-0.011271,0.065463
0.035800,0.063439,-0.015281,0.063059
0.035900,0.053867,-0.016763,0.060735
0.036000,0.066630,-0.019130,0.051119
0.036100,0.057058,-0.022480,0.052962
0.036200,0.057058,-0.024654,0.056808
0.036300,0.060248,-0.025862,0.056167
0.036400,0.057058,-0.027424,0.046471
0.036500,0.057058,-0.029566,0.050157
