Time (s),Counter (),coil1 (V),coil2 (V)
0.036800,0.060248,4.307831,0.963939
0.036900,0.050677,4.245162,0.978201
0.037000,0.053867,4.186778,0.991661
0.037100,0.053867,4.163931,1.009929
0.037200,0.057058,4.183287,1.032684
0.037300,0.063439,4.209466,1.030440
0.037400,0.066630,4.185667,1.016179
0.037500,0.057058,4.082541,1.079475
0.037600,0.060248,3.925474,1.245808
0.037700,0.050677,3.798709,1.503640
0.037800,0.057058,3.761584,1.805700
0.037900,0.057058,3.833454,2.197977
0.038000,0.063439,4.013686,2.643454
0.038100,0.053867,4.094441,2.996471
0.038200,0.060248,4.123792,3.163125
0.038300,0.057058,4.122681,3.242926
0.038400,0.053867,4.085874,3.280583
0.038500,0.060248,4.085239,3.316959
0.038600,0.063439,4.152826,3.363429
0.038700,0.060248,4.239769,3.437302
0.038800,0.057058,4.280542,3.527199
0.038900,0.063439,4.258648,3.622063
0.039000,0.057058,4.176783,3.705069
0.039100,0.057058,4.108402,3.811471
0.039200,0.050677,4.099994,3.865153
0.039300,0.053867,4.162028,3.857621
0.039400,0.053867,4.237547,3.814195
0.039500,0.053867,4.247384,3.796408
0.039600,0.053867,4.179955,3.855057
0.039700,0.063439,4.069532,3.967869
0.039800,0.063439,3.977988,4.095904
0.039900,0.057058,3.984969,4.190127
0.040000,0.060248,4.059537,4.214164
0.040100,0.060248,4.124268,4.096064
0.040200,0.053867,4.119667,4.004244
0.040300,0.053867,4.052397,4.001680
0.040400,0.063439,3.931344,4.136285
0.040500,0.060248,3.814098,4.269288
0.040600,0.060248,3.792362,4.327776
0.040700,0.050677,3.840594,4.305182
0.040800,0.053867,3.882478,4.210157
0.040900,0.053867,3.868834,4.130997
0.041000,0.057058,3.810291,4.189967
0.041100,0.060248,3.763805,4.361267
0.041200,0.063439,3.740165,4.531286
0.041300,0.063439,3.614987,4.455330
0.041400,0.060248,3.716208,4.507410
0.041500,0.060248,3.767930,4.422641
0.041600,0.057058,3.752858,4.290119
0.041700,0.053867,3.706372,4.259192
0.041800,0.060248,3.626886,4.342198
0.041900,0.053867,3.512972,4.388028
0.042000,0.057058,3.362885,4.309028
0.042100,0.063439,3.197408,4.106159
0.042200,0.060248,3.042879,3.817240
0.042300,0.053867,2.898503,3.613410
0.042400,0.057058,2.765709,3.567580
0.042500,0.053867,2.636247,3.609083
0.042600,0.060248,2.447607,3.606199
0.042700,0.050677,2.179322,3.551075
0.042800,0.053867,1.810292,3.412785
0.042900,0.060248,1.406992,3.223056
0.043000,0.060248,1.058745,3.136364
0.043100,0.063439,0.806326,3.197737
0.043200,0.050677,0.628791,3.343078
0.043300,0.053867,0.499646,3.421598
0.043400,0.057058,0.377641,3.418072
0.043500,0.063439,0.264044,3.358462
0.043600,0.060248,0.145688,3.287474
0.043700,0.066630,0.035741,3.192129
0.043800,0.060248,-0.074366,3.125788
0.043900,0.057058,-0.169558,3.104796
0.044000,0.060248,-0.253804,3.108161
0.044100,0.060248,-0.329165,3.103834
0.044200,0.060248,-0.407223,3.083483
0.044300,0.053867,-0.491944,3.040218
0.044400,0.053867,-0.584123,2.987978
0.044500,0.053867,-0.680585,2.918432
0.044600,0.053867,-0.769431,2.803217
0.044700,0.060248,-0.902860,2.785110
0.044800,0.063439,-0.983456,2.644896
0.044900,0.060248,-1.101178,2.596983
0.045000,0.057058,-1.248409,2.525515
0.045100,0.060248,-1.425626,2.361265
0.045200,0.057058,-1.646791,2.031643
0.045300,0.060248,-1.913172,1.597543
0.045400,0.053867,-2.240635,1.193889
0.045500,0.060248,-2.614583,0.864748
0.045600,0.060248,-2.983455,0.610121
0.045700,0.047486,-3.256024,0.383216
0.045800,0.060248,-3.421818,0.189802
0.045900,0.057058,-3.515741,0.038211
0.046000,0.060248,-3.594592,-0.077645
0.046100,0.066630,-3.689150,-0.174593
0.046200,0.063439,-3.843363,-0.324100
0.046300,0.060248,-4.050407,-0.488510
0.046400,0.053867,-4.236350,-0.612058
0.046500,0.060248,-4.361211,-0.708685
0.046600,0.057058,-4.423562,-0.800184
0.046700,0.057058,-4.430861,-0.880787
0.046800,0.057058,-4.388976,-0.919566
0.046900,0.060248,-4.323610,-0.932385
0.047000,0.053867,-4.262210,-0.934629
0.047100,0.063439,-4.238412,-0.943763
0.047200,0.060248,-4.259037,-0.960428
0.047300,0.060248,-4.289499,-0.950333
0.047400,0.066630,-4.262369,-0.950813
0.047500,0.053867,-4.154008,-1.028692
0.047600,0.053867,-4.001224,-1.188936
0.047700,0.063439,-3.880964,-1.393086
0.047800,0.060248,-3.843521,-1.666302
0.047900,0.060248,-3.919676,-2.009704
0.048000,0.057058,-3.986945,-2.398295
0.048100,0.057058,-4.181931,-2.825826
0.048200,0.057058,-4.220167,-3.052090
0.048300,0.053867,-4.202715,-3.163940
0.048400,0.053867,-4.163686,-3.211052
0.048500,0.063439,-4.162417,-3.257843
0.048600,0.066630,-4.231590,-3.296462
0.048700,0.060248,-4.314091,-3.360880
0.048800,0.057058,-4.351851,-3.458789
0.048900,0.057058,-4.332653,-3.552371
0.049000,0.047486,-4.249677,-3.641467
0.049100,0.057058,-4.181456,-3.766136
0.049200,0.060248,-4.176855,-3.833118
0.049300,0.060248,-4.242855,-3.835842
0.049400,0.063439,-4.325196,-3.810043
0.049500,0.060248,-4.327100,-3.779757
0.049600,0.053867,-4.259672,-3.814369
0.049700,0.053867,-4.150042,-3.919810
0.049800,0.053867,-4.061195,-4.043518
0.049900,0.057058,-4.071984,-4.144311
0.050000,0.057058,-4.150994,-4.194788
0.050100,0.060248,-4.215883,-4.128127
0.050200,0.063439,-4.213662,-4.015315
0.050300,0.060248,-4.137508,-3.987593
0.050400,0.057058,-4.014075,-4.087425
0.050500,0.050677,-3.906507,-4.231484
0.050600,0.053867,-3.894925,-4.314330
0.050700,0.053867,-3.941570,-4.316413
0.050800,0.057058,-3.982979,-4.244304
0.050900,0.057058,-3.960291,-4.173956
0.051000,0.060248,-3.898416,-4.182610
0.051100,0.053867,-3.831464,-4.326829
0.051200,0.060248,-3.790213,-4.497649
0.051300,0.063439,-3.678521,-4.447172
0.051400,0.053867,-3.791800,-4.539473
0.051500,0.050677,-3.821627,-4.444288
0.051600,0.060248,-3.815281,-4.313849
0.051700,0.057058,-3.768160,-4.263212
0.051800,0.053867,-3.690896,-4.316574
0.051900,0.060248,-3.579520,-4.376344
0.052000,0.053867,-3.437207,-4.310003
0.052100,0.053867,-3.275697,-4.148317
0.052200,0.060248,-3.119105,-3.876224
0.052300,0.057058,-2.972349,-3.650761
0.052400,0.066630,-2.841618,-3.573042
0.052500,0.063439,-2.697718,-3.624321
0.052600,0.060248,-2.513520,-3.648517
0.052700,0.053867,-2.240793,-3.601085
0.052800,0.053867,-1.876205,-3.500292
0.052900,0.057058,-1.475920,-3.316011
0.053000,0.053867,-1.134971,-3.182849
0.053100,0.057058,-0.873984,-3.219545
0.053200,0.053867,-0.698037,-3.349342
0.053300,0.060248,-0.547315,-3.456866
0.053400,0.060248,-0.427531,-3.466160
0.053500,0.053867,-0.309968,-3.410716
0.053600,0.053867,-0.200179,-3.349663
0.053700,0.057058,-0.093087,-3.258324
0.053800,0.060248,0.010039,-3.175798
0.053900,0.060248,0.102693,-3.139262
0.054000,0.063439,0.183448,-3.131571
0.054100,0.063439,0.256429,-3.143589
0.054200,0.057058,0.335280,-3.136378
0.054300,0.060248,0.414608,-3.104650
0.054400,0.053867,0.505993,-3.063948
0.054500,0.057058,0.603248,-2.997928
0.054600,0.053867,0.688921,-2.905627
0.054700,0.060248,0.830600,-2.881430
0.054800,0.066630,0.909451,-2.719905
0.054900,0.063439,1.027490,-2.651160
0.055000,0.057058,1.172976,-2.604209
0.055100,0.053867,1.354001,-2.482744
0.055200,0.053867,1.585478,-2.208406
0.055300,0.057058,1.862806,-1.793215
0.055400,0.050677,2.205500,-1.346135
0.055500,0.063439,2.593093,-0.988471
0.055600,0.060248,2.953398,-0.718300
0.055700,0.057058,3.208355,-0.476171
0.055800,0.057058,3.342577,-0.258560
0.055900,0.057058,3.426981,-0.080369
0.056000,0.060248,3.495996,0.055197
0.056100,0.057058,3.608323,0.147337
0.056200,0.063439,3.776497,0.263033
0.056300,0.063439,3.993061,0.430007
0.056400,0.060248,4.186302,0.602910
0.056500,0.060248,4.319096,0.691204
0.056600,0.060248,4.390490,0.776134
0.056700,0.057058,4.399533,0.870036
0.056800,0.057058,4.354475,0.941986
0.056900,0.057058,4.286730,0.955767
0.057000,0.053867,4.224220,0.968586
0.057100,0.057058,4.208989,0.983489
0.057200,0.060248,4.238499,1.002558
0.057300,0.066630,4.273086,1.007686
0.057400,0.060248,4.249446,1.000635
0.057500,0.060248,4.121412,1.027075
0.057600,0.057058,3.951334,1.176262
0.057700,0.057058,3.814415,1.393873
0.057800,0.063439,3.782367,1.666768
0.057900,0.057058,3.868358,2.016100
0.058000,0.060248,3.943878,2.400845
0.058100,0.057058,4.125061,2.831420
0.058200,0.053867,4.151556,3.070985
0.058300,0.050677,4.129821,3.174021
0.058400,0.053867,4.089364,3.237478
0.058500,0.053867,4.100787,3.276257
0.058600,0.057058,4.174879,3.319362
0.058700,0.063439,4.263884,3.369038
0.058800,0.060248,4.295298,3.460217
0.058900,0.063439,4.253889,3.554760
0.059000,0.057058,4.167739,3.651868
0.059100,0.057058,4.100470,3.752982
0.059200,0.050677,4.110306,3.826534
0.059300,0.050677,4.186460,3.839674
0.059400,0.053867,4.255793,3.802337
0.059500,0.060248,4.241196,3.772852
0.059600,0.060248,4.163138,3.803138
0.059700,0.060248,4.048748,3.907778
0.059800,0.063439,3.965137,4.035492
0.059900,0.060248,3.984176,4.124908
0.060000,0.063439,4.071753,4.184839
0.060100,0.057058,4.122205,4.131157
0.060200,0.057058,4.110306,4.018025
0.060300,0.060248,4.019080,3.987899
0.060400,0.063439,3.884065,4.084206
0.060500,0.060248,3.784589,4.213843
0.060600,0.063439,3.778718,4.291721
0.060700,0.057058,3.832026,4.307105
0.060800,0.053867,3.871214,4.245892
0.060900,0.053867,3.837738,4.179230
0.061000,0.057058,3.783319,4.187403
0.061100,0.063439,3.737151,4.327456
0.061200,0.066630,3.713194,4.488341
0.061300,0.063439,3.599121,4.438344
0.061400,0.063439,3.707800,4.544426
0.061500,0.057058,3.737627,4.459657
0.061600,0.057058,3.727473,4.365434
0.061700,0.057058,3.679877,4.312072
0.061800,0.050677,3.606261,4.352133
0.061900,0.057058,3.496948,4.395079
0.062000,0.057058,3.336072,4.322008
0.062100,0.060248,3.166471,4.162245
0.062200,0.057058,3.007499,3.914347
0.062300,0.053867,2.861537,3.694813
0.062400,0.053867,2.727156,3.609884
0.062500,0.060248,2.576910,3.621742
0.062600,0.057058,2.387794,3.631517
0.062700,0.060248,2.095394,3.580720
0.062800,0.063439,1.709705,3.479927
0.062900,0.057058,1.304025,3.315356
0.063000,0.050677,0.971644,3.185879
0.063100,0.057058,0.727792,3.207352
0.063200,0.053867,0.566757,3.349168
0.063300,0.053867,0.444911,3.450282
0.063400,0.053867,0.337977,3.450922
0.063500,0.060248,0.227078,3.415989
0.063600,0.066630,0.121097,3.356058
0.063700,0.057058,0.011625,3.258310
0.063800,0.060248,-0.089914,3.188443
0.063900,0.057058,-0.185582,3.139248
0.064000,0.053867,-0.262530,3.135723
0.064100,0.063439,-0.339477,3.137165
0.064200,9.271609,-0.408809,3.125788
0.064300,14.478724,-0.492103,3.091175
0.064400,14.523393,-0.575714,3.051755
0.064500,14.532965,-0.669955,2.994548
0.064600,14.536155,-0.767527,2.902408
0.064700,14.542537,-0.897307,2.890069
0.064800,14.548918,-0.963942,2.718128
0.064900,14.548918,-1.082774,2.641051
0.065000,14.552108,-1.211284,2.586888
0.065100,14.558490,-1.383107,2.475038
0.065200,14.555299,-1.590786,2.212559
0.065300,14.552108,-1.845743,1.796726
0.065400,14.555299,-2.161149,1.363747
0.065500,14.545727,-2.533987,0.999033
0.065600,14.555299,-2.914916,0.715401
0.065700,14.555299,-3.226355,0.482727
0.065800,14.552108,-3.415313,0.270084
0.065900,14.555299,-3.526847,0.091732
0.066000,14.555299,-3.599669,-0.033578
0.066100,14.552108,-3.685501,-0.151518
0.066200,14.552108,-3.821944,-0.293494
