Time (s),Counter (),coil1 (V),coil2 (V)
0.039400,0.060248,-4.104508,4.099269
0.039500,0.063439,-4.163052,4.063374
0.039600,0.063439,-4.231590,4.120581
0.039700,0.057058,-4.254436,4.227464
0.039800,0.057058,-4.206840,4.289478
0.039900,0.060248,-4.106571,4.284350
0.040000,0.060248,-4.018517,4.201825
0.040100,0.060248,-3.996306,4.135484
0.040200,0.057058,-4.055643,4.130517
0.040300,0.053867,-4.122595,4.202626
0.040400,0.057058,-4.137667,4.292523
0.040500,0.053867,-4.076268,4.349249
0.040600,0.057058,-3.968065,4.300375
0.040700,0.063439,-3.854468,4.195575
0.040800,0.057058,-3.820040,4.102314
0.040900,0.063439,-3.850343,4.101512
0.041000,0.066630,-3.903175,4.207914
0.041100,0.057058,-3.894767,4.316399
0.041200,0.060248,-3.838762,4.338994
0.041300,0.066630,-3.776093,4.276338
0.041400,0.066630,-3.731828,4.132439
0.041500,0.050677,-3.726117,3.972836
0.041600,0.057058,-3.807665,4.024595
0.041700,0.053867,-3.771492,3.930853
0.041800,0.053867,-3.751184,3.946717
0.041900,0.063439,-3.720723,3.935179
0.042000,0.057058,-3.653612,3.896881
0.042100,0.053867,-3.547789,3.891272
0.042200,0.053867,-3.400240,3.944153
0.042300,0.057058,-3.236985,4.015942
0.042400,0.063439,-3.077855,4.093019
0.042500,0.063439,-2.937762,4.186121
0.042600,0.060248,-2.797512,4.290760
0.042700,0.063439,-2.661069,4.371683
0.042800,0.063439,-2.481472,4.426326
0.042900,0.057058,-2.235716,4.460939
0.043000,0.057058,-1.893340,4.453247
0.043100,0.057058,-1.501305,4.367837
0.043200,0.063439,-1.141159,4.156796
0.043300,0.057058,-0.866845,3.883260
0.043400,0.053867,-0.669161,3.603475
0.043500,0.053867,-0.516694,3.364391
0.043600,0.060248,-0.391199,3.114571
0.043700,0.057058,-0.275381,2.781584
0.043800,0.053867,-0.168765,2.407736
0.043900,0.057058,-0.059769,2.061769
0.044000,0.060248,0.044784,1.780381
0.044100,0.063439,0.138390,1.556521
0.044200,0.057058,0.224698,1.389066
0.044300,0.057058,0.301804,1.238437
0.044400,0.063439,0.381132,1.110883
0.044500,0.063439,0.464266,0.986854
0.044600,0.057058,0.558190,0.876446
0.044700,0.063439,0.650210,0.783825
0.044800,0.050677,0.755080,0.699377
0.044900,0.053867,0.836787,0.608358
0.045000,0.053867,0.967201,0.544581
0.045100,0.060248,1.076197,0.483849
0.045200,0.060248,1.205659,0.417989
0.045300,0.060248,1.378434,0.333380
0.045400,0.053867,1.591190,0.248451
0.045500,0.060248,1.850114,0.162560
0.045600,0.057058,2.165995,0.057601
0.045700,0.060248,2.529948,-0.061621
0.045800,0.060248,2.894536,-0.198629
0.045900,0.063439,3.176148,-0.336118
0.046000,0.060248,3.344322,-0.474088
0.046100,0.060248,3.440467,-0.641703
0.046200,0.057058,3.519635,-0.847456
0.046300,0.053867,3.617049,-1.077887
0.046400,0.060248,3.760473,-1.348699
0.046500,0.066630,3.969580,-1.641785
0.046600,0.060248,4.178210,-1.875100
0.046700,0.060248,4.335279,-2.046240
0.046800,0.050677,4.421111,-2.157769
0.046900,0.060248,4.446019,-2.282279
0.047000,0.053867,4.418413,-2.409993
0.047100,0.060248,4.365582,-2.544919
0.047200,0.066630,4.309894,-2.665101
0.047300,0.060248,4.280066,-2.805795
0.047400,0.060248,4.291807,-2.971968
0.047500,0.060248,4.321158,-3.137820
0.047600,0.060248,4.302596,-3.337644
0.047700,0.057058,4.207244,-3.531219
0.047800,0.063439,4.057474,-3.661497
0.047900,0.063439,3.924839,-3.714377
0.048000,0.057058,3.873276,-3.719986
0.048100,0.057058,3.925156,-3.728960
0.048200,0.060248,3.886127,-3.659734
0.048300,0.057058,4.073498,-3.832317
0.048400,0.060248,4.175354,-4.003617
0.048500,0.063439,4.182177,-4.058901
0.048600,0.053867,4.162662,-4.027654
0.048700,0.050677,4.166628,-3.948974
0.048800,0.053867,4.236436,-3.895293
0.048900,0.057058,4.320841,-3.926220
0.049000,0.060248,4.356538,-4.044159
0.049100,0.060248,4.335913,-4.152965
0.049200,0.063439,4.260235,-4.188859
0.049300,0.063439,4.178528,-4.172034
0.049400,0.060248,4.169008,-4.095117
0.049500,0.057058,4.231518,-4.033423
0.049600,0.063439,4.304499,-4.078451
0.049700,0.057058,4.318937,-4.177803
0.049800,0.063439,4.257379,-4.262251
0.049900,0.063439,4.153461,-4.282922
0.050000,0.050677,4.060172,-4.221869
0.050100,0.057058,4.047479,-4.139504
0.050200,0.053867,4.111100,-4.115628
0.050300,0.053867,4.175037,-4.168989
0.050400,0.060248,4.182811,-4.270904
0.050500,0.057058,4.121095,-4.341091
0.050600,0.060248,4.003056,-4.326829
0.050700,0.057058,3.887079,-4.231003
