Time (s),Counter (),coil1 (V),coil2 (V)
0.024300,0.057058,-3.755627,4.329218
0.024400,0.060248,-3.703271,4.400046
0.024500,0.066630,-3.624261,4.366876
0.024600,0.060248,-3.502097,4.221214
0.024700,0.060248,-3.349154,4.034690
0.024800,0.057058,-3.189230,3.862108
0.024900,0.053867,-3.036604,3.757148
0.025000,0.063439,-2.896988,3.760674
0.025100,0.060248,-2.768161,3.809548
0.025200,0.057058,-2.630925,3.782146
0.025300,0.063439,-2.444188,3.639209
0.025400,0.057058,-2.173524,3.459896
0.025500,0.060248,-1.805128,3.342438
0.025600,0.060248,-1.409761,3.269526
0.025700,0.053867,-1.070557,3.281705
0.025800,0.057058,-0.813854,3.319683
0.025900,0.063439,-0.624738,3.351732
0.026000,0.063439,-0.480204,3.346283
0.026100,0.050677,-0.354074,3.316158
0.026200,0.050677,-0.243174,3.274494
0.026300,0.060248,-0.130529,3.235555
0.026400,0.057058,-0.022803,3.163766
0.026500,0.057058,0.082544,3.069703
0.026600,0.066630,0.175991,2.979165
0.026700,0.063439,0.260713,2.908818
0.026800,0.057058,0.336867,2.844400
0.026900,0.053867,0.420637,2.748254
0.027000,0.053867,0.507421,2.578075
0.027100,0.057058,0.604200,2.300052
0.027200,0.063439,0.704469,1.935337
0.027300,0.060248,0.782210,1.542099
0.027400,0.060248,0.917067,1.306701
0.027500,0.053867,1.012894,1.027716
0.027600,0.050677,1.137120,0.839590
0.027700,0.057058,1.289905,0.673898
0.027800,0.057058,1.478862,0.528397
0.027900,0.053867,1.713671,0.384498
0.028000,0.057058,1.992268,0.274250
0.028100,0.057058,2.326871,0.170733
0.028200,0.057058,2.702564,0.077631
0.028300,0.053867,3.034787,0.004400
0.028400,0.057058,3.258173,-0.079408
0.028500,0.053867,3.385414,-0.152800
0.028600,0.057058,3.471880,-0.230197
0.028700,0.060248,3.555333,-0.327946
0.028800,0.066630,3.678131,-0.417202
0.028900,0.057058,3.850906,-0.525206
0.029000,0.057058,4.073022,-0.677758
0.029100,0.057058,4.261028,-0.875018
